קטגוריה,שם רשמי (עברית),תנועה מיישבת,"נ""צ",תיאור/מיקום חופשי,מספר גיליון,תאריך פרסום,עמוד,טור,ציון OCR,ציון OCR ממוצע,מילה עם הציון הנמוך
עצמים גיאוגרפיים,הר יואֶש,,888.188,"נ""צ 888 188, נקורת טריג. שגובהה 784 מ'.",2633,1980-06-10,21,left,58.6,82.9,"188,"
עצמים גיאוגרפיים,עין נטֶפים,,889.138,"נב""צ 889 138.",2633,1980-06-10,21,left,11.1,55.5,נטֶפים
עצמים גיאוגרפיים,הר ץז:הו,,138.897,"נ""צ 138.897, מתייחם לבליטה הגרניטית הכפולה שפסגתה בגובה 3 מ. . -",2633,1980-06-10,21,left,4.1,75.5,מ.
עצמים גיאוגרפיים,עמודי עְמרֶם,,1441.8901,"נ""צ 1441.8901.",2633,1980-06-10,21,left,22.7,71.2,עְמרֶם
עצמים גיאוגרפיים,נחל ‏ צפונות,,897.144,"תחילחו בנ""צ 897 144 נשפך בנ""צ 145.897.",2633,1980-06-10,21,left,0,70.2,נחל ‏
עצמים גיאוגרפיים,הר צפְחות,,140.880,"נ""צ 140.880, נקודת טריג. שגובהה 278 מ'.",2633,1980-06-10,21,left,20.4,81.8,צפְחות
עצמים גיאוגרפיים,גבעות צְפּרה,,896.146,"מתייחם לשתי הגבעות: אחת בנ""צ 896 146 והשנייה בנ""צ 147.897.",2633,1980-06-10,21,left,0.2,83.3,צְפּרה
מאגרי מים,מאגר. אילון,,1462.1418,"נ""צ 1462.1418.",2633,1980-06-10,21,right,18.4,48.3,מאגר.
מאגרי מים,"מאגר בית""זית",,1648.1823,"נ""צ 1648.1823.",2633,1980-06-10,21,right,22.2,60,מאגר
מאגרי מים,מאגר בית'־בטװ;?ה,,174.242,"ב""צ 174.242.",2633,1980-06-10,21,right,30.9,65,"ב""צ"
מאגרי מים,מאגר זְהַר,,1218.1125,"נ""צ 1218.1125.",2633,1980-06-10,21,left,18.1,71.5,זְהַר
מאגרי מים,מאגר יִרְחֶָם (ירוחם),,1395.0445,"נ""צ 1395.0445.",2633,1980-06-10,21,left,20.1,71.7,יִרְחֶָם
מאגרי מים,מאגר כפֶר בְּרוך,,107.227,"ג""צ 107.227 -",2633,1980-06-10,21,left,26.5,56.8,כפֶר
מאגרי מים,מאגר שקבי?ה,,1278.1052,נ*צ 1278.1052.,2633,1980-06-10,21,left,52.3,75.5,שקבי?ה
מערות,מערת הֶאגרות,,1829.0935,"נ""צ 1829.0935 (אזור ים המלח).",2633,1980-06-10,21,right,52.1,76.1,1829.0935
מערות,מערת ו;אינדזה,,1817.0933,נ*צ 1817.0933 (אזור ים המלח).,2633,1980-06-10,21,right,52.3,76.4,1817.0933
מערות,מערת הַברכה,,1857.0978,"נ""צ 1857.0978 (אזור ים המלח).",2633,1980-06-10,21,right,0,63.4,הַברכה
מערות,מערת הַמטמון,,1813.0884,"נ""צ 1813.0884 (אזור ים המלח).",2633,1980-06-10,21,left,13.5,67.9,הַמטמון
מערות,מערת שורק,,152.129,"נ""צ 152,129 (ליד בית שמש). י סוא הול =.ופ",2633,1980-06-10,21,left,18.7,76,=.ופ
דרכים,דרך סְפר הַשומָרון,,,שם לדרך במורדות המזרחיים של הרי יהודה ושומרון (כיגוי ארעי קודם דרך ארץ המרדפים.,2633,1980-06-10,22,right,30.4,79.3,הַשומָרון
דרכים,יד אילְתָה,,,דרך המחברת את הים התיכון ומפרץ אילת מאיזור אלהעריש דרך ניצנה עד אילת. -,2633,1980-06-10,22,left,22.5,83.8,אלהעריש
מחלפים,מחלף חִיפָה דְרום,,1407.2448,"נ""צ 1407.2448.",2633,1980-06-10,22,right,7.6,53.4,דְרום
מחלפים,מחלף נַתָניָה,,1377.1924,"נ""צ 1377.1924.",2633,1980-06-10,22,right,22,56.7,נַתָניָה
מחלפים,מחלף פולג,,1300.1807,"נ""צ 1300.1807.",2633,1980-06-10,22,right,43.3,65.1,מחלף
מחלפים,מחלף קיףרז”ו־:,,1408.2088,"נ""צ 1408.2088.",2633,1980-06-10,22,right,50.7,75.1,קיףרז”ו־:
מחלפים,מחלף גהֶה,,1855.1087,"נ""צ 1855.1087.",2633,1980-06-10,22,right,38.9,72.8,גהֶה
מחלפים,מחלף גנות,,1334.1584,"נ""צ 1334.1584. י מחלף גִן רוּ ג""צ 1800.1523.",2633,1980-06-10,22,left,0,53.7,גִן
מחלפים,מחלף הַרְצֶלִיָה,,1328.1747,"ג""צ. 1328.1747.",2633,1980-06-10,22,left,16.5,45.7,הַרְצֶלִיָה
מחלפים,מחלף הַשבְעָה,,1320.1574,"נ""צ, 1320.1574.",2633,1980-06-10,22,left,48.3,62.4,1320.1574.
מחלפים,מחלף ‏ שפירים,,1347.1574,"ב""צ 1347.1574.",2633,1980-06-10,22,left,28.2,47.9,"ב""צ"
מחלפים,מחלף אַשדוד,,1218.1875,"נ""צ 1218.1875.",2633,1980-06-10,22,left,25.9,52.8,1218.1875.
מחלפים,מחלף ‏ חמד,,1820.1343,"נ""צ 1820.1343.",2633,1980-06-10,22,left,40,56.1,1820.1343.
צמתים,צומת כבּרי,,1637.2090,"נ""צ 1637.2090.",2633,1980-06-10,22,right,0,39.1,כבּרי
צמתים,צומת ‏ בית המכס,,2112.2087,"נ""צ 2112.2087.",2633,1980-06-10,22,right,12.2,42.7,2112.2087.
צמתים,צומת יִעָר אדם,,2209.2927,"ג""צ 2209.2927.",2633,1980-06-10,22,right,45,78.8,2209.2927.
צמתים,צומת מִסְעָדָה \,,220.293,"נ""צ 220.293.",2633,1980-06-10,22,right,19.3,54.4,\
צמתים,צומת| שִיאון,,2131.2852,"נ""צ 2131.2852.",2633,1980-06-10,22,right,13.1,43.4,צומת|
צמתים,צומת גִילְעָם,,1827.2476,"נ""צ 1827.2476.",2633,1980-06-10,22,left,16.3,27.1,"נ""צ"
צמתים,צומת [ְגור,,1575.2889,"נ""צ 1575.2889.",2633,1980-06-10,22,left,18.7,62.8,[ְגור
צמתים,צומת נַהַלֶָל,,1098.2340,"נ""צ. 1098.2340.",2633,1980-06-10,22,left,0,42.1,נַהַלֶָל
צמתים,צומת אֶפיק,,2170.2428,"נ""צ 2170.2428.",2633,1980-06-10,22,left,58.6,71.6,אֶפיק
צמתים,צומת בִּית צִיִדֶה,,2090.2506,"נ""צ 2090.2506. /",2633,1980-06-10,22,left,23.2,49.6,2090.2506.
צמתים,צומת דֶליות,,224.2859,"נ""צ 224.2859.",2633,1980-06-10,23,right,22.6,40.2,224.2859.
צמתים,צומת ‏ כנרת,,2037.2364,"נ""צ 2037.2364.",2633,1980-06-10,23,right,22.9,52.8,צומת ‏
צמתים,צומת כְמָר תְבור,,,"ד"" 1898.2340.",2633,1980-06-10,23,right,12.3,51.8,"ד"""
צמתים,צומת מִגְדֶל,,1982.2480,"נ""צ. 1982.2480.",2633,1980-06-10,23,right,43,60,"נ""צ."
צמתים,צומת מַגֶשימים,,2204.2508,"נ""צ 2204.2508.",2633,1980-06-10,23,right,18.4,35.1,2204.2508.
צמתים,צומת מעלה גִמַלָא,,2116.2541,"ג""צ 2116.2541.",2633,1980-06-10,23,right,0,24.6,"ג""צ"
צמתים,צומת מַעַ'ר,,1889.2547,"נ""צ 1889.2547.",2633,1980-06-10,23,right,31.5,68.4,מַעַ'ר
צמתים,צומת ‏ אור עַקיבָא,,1434.2120,"נ""צ 1434.2120.",2633,1980-06-10,23,right,14.1,36.9,צומת ‏
צמתים,צומת אַלון,,1467.2062,"נ""צ. 1467.2062.",2633,1980-06-10,23,right,34.8,47.5,"נ""צ."
צמתים,צומת גְבעַת אולגָה,,1401.2058,"נ""צ. 1401.2058.",2633,1980-06-10,23,right,15.9,42,"נ""צ."
צמתים,צומת גִּרְנות,,1482.2060,"נ""צ. 1482.2060.",2633,1980-06-10,23,right,15.1,40.3,גִּרְנות
צמתים,צומת ‏ הלל יפה,,1403.2058,"""צ 1403.2058.",2633,1980-06-10,23,right,30,53.3,צומת ‏
צמתים,צומת הַשָרון,,1411.1922,"נ""צ 1411.1922.",2633,1980-06-10,23,right,0,62.3,הַשָרון
צמתים,צומת חבצלת,,1375.1965,"""צ 1375.1965.",2633,1980-06-10,23,right,11.2,31.6,חבצלת
צמתים,צומת חדרֶה מזֶרֶח,,1456.2088,"נ""צ 1456.2088.",2633,1980-06-10,23,right,23.2,60.3,"נ""צ"
צמתים,צומת ‏ חרשת,,1414.2068,"נ""צ 1414.2068.",2633,1980-06-10,23,right,19,46.2,צומת ‏
צמתים,צומת יִנאי,,1374.1984,"נ""צ 1374.1984.",2633,1980-06-10,23,right,62.1,68.9,יִנאי
צמתים,צומת נחַל חֶדרָה,,1422.2078,"נ""צ 1422.2078.",2633,1980-06-10,23,right,26.8,57.5,חֶדרָה
צמתים,צומת הַשטָה,,1895.2172,"נ""צ 1895.2172.",2633,1980-06-10,23,right,15.7,60.2,הַשטָה
צמתים,צומת י!ךעאל,,1800.2182,"נ""צ 1800.2182.",2633,1980-06-10,23,right,52.9,64.2,"נ""צ"
צמתים,צומת מְחוּלָה,,1981.1973,"נ""צ 1981.1973.",2633,1980-06-10,23,right,0,28.5,מְחוּלָה
צמתים,צומת בָּר אִילֶן,,1348.168,"נ""צ 1348.168.",2633,1980-06-10,23,left,21.9,37.9,1348.168.
צמתים,צומת גִבְעֶת שמואל,,1354.1644,"ג""צ. 1354.1644.",2633,1980-06-10,23,left,6.2,39.7,1354.1644.
צמתים,צומת גלילות,,1815.1721,"נ""צ 1815.1721.",2633,1980-06-10,23,left,40.9,52.8,"נ""צ"
צמתים,צומת הָכפָר הַיִּרוּק,,1345.1714,"נ""צ 1345.1714.",2633,1980-06-10,23,left,2.5,54,הָכפָר
צמתים,צומת יהוד,,1388.1894,"נ""צ 1388.1894.",2633,1980-06-10,23,left,51.6,70.4,1388.1894.
צמתים,צומת מורשָה,,1886.1703,"נ""צ 1886.1703.",2633,1980-06-10,23,left,34.3,57.2,מורשָה
צמתים,צומת סַביון,,1375.1600,"נ""צ 1375.1600.",2633,1980-06-10,23,left,73.7,84.7,סַביון
צמתים,צומת פַּלְמַחִים,,1299.1519,"נ""צ 1299.1519.",2633,1980-06-10,23,left,14.2,52.9,פַּלְמַחִים
צמתים,צומת רעְננה,,1896.17601,"נ""צ 1896.17601.",2633,1980-06-10,23,left,0,44.2,רעְננה
צמתים,צומת ‏ שמַריהו,,1827.1764,"נ""צ 1827.1764.",2633,1980-06-10,23,left,26.1,49.6,צומת ‏
צמתים,צומת תל השומר,,1444.1626,"נ""צ. 1444.1626.",2633,1980-06-10,23,left,24.5,66,"נ""צ."
צמתים,צומת בקעות,,1926.1793,"ג""צ 1926.1793.",2633,1980-06-10,23,left,42.4,71.7,בקעות
צמתים,צומת מכורֶה,,1932.1708,"נ""צ 1932.1708.",2633,1980-06-10,23,left,21.5,41.5,1932.1708.
צמתים,צומת מעלה אפָרִיִם,,1862.1655,"נ""צ 1862.1655.",2633,1980-06-10,23,left,2.3,23.6,1862.1655.
צמתים,צומת פַצָאל,,1840.1620,"נ""צ 1840.1620.",2633,1980-06-10,23,left,0.5,42.5,פַצָאל
צמתים,צומת ‏ תל יריחו,,1922.1418,"נ""צ 1922.1418.",2633,1980-06-10,23,left,3,35.3,צומת ‏
צמתים,צומת אַבָא הלל,,1181.1206,"נ""צ 1181.1206.",2633,1980-06-10,23,left,51.1,63,"נ""צ"
צמתים,צומת ‏ אשקלון,,1123.1187,"נ""צ 1123.1187.",2633,1980-06-10,23,left,4,40,צומת ‏
צמתים,צומת בני דְרום,,1222.1369,"ב""צ 1222.1369.",2633,1980-06-10,23,left,35.4,50.2,"ב""צ"
צמתים,צומת ‏ בּרכיָה,,1128.1194,"נ""צ 1128.1194.",2633,1980-06-10,23,left,0,44.5,צומת ‏
צמתים,"צומת גרבר""ן",,1898.1128,"נ""צ 1898.1128.",2633,1980-06-10,23,left,42.7,75.4,"נ""צ"
צמתים,צומת נמל אַשדוד,,1189.1375,"נ""צ. 1189.1375.",2633,1980-06-10,24,right,9.3,39.3,"נ""צ."
צמתים,"צומת עד""הַלום",,1188.1807,"נ""צ 1188.1807.",2633,1980-06-10,24,right,6.8,34.4,צומת
צמתים,צומת ‏ אלמוג,,1925.1048,"נ""צ 1925.1048.",2633,1980-06-10,24,right,21.8,36.1,"נ""צ"
צמתים,צומת גוש עציון,,1025.1172,"נ""צ 1025.1172. ו צומת חְַטיבָה שבע נ""צ 1480.1380",2633,1980-06-10,24,right,9.1,59.5,חְַטיבָה
צמתים,צומת נחושה \,,1407.1134,"נ""צ 1407.1134.",2633,1980-06-10,24,right,27.2,64,\
צמתים,צומת עַדְלֶם (עדולם),,1480.1214,"ינ""צ 1480.1214.",2633,1980-06-10,24,right,0,50.7,"ינ""צ"
צמתים,צומת עצִיונָה,,1802.1216,"נ""צ 1802.1216.",2633,1980-06-10,24,right,36.5,63.2,עצִיונָה
צמתים,צומת אַבשָלום,,0764.0711,"נ""צ 0764.0711.",2633,1980-06-10,24,right,48.2,61.8,אַבשָלום
צמתים,צומת גבולות,,0959.0756,"נ""צ. 0959.0756.",2633,1980-06-10,24,right,31.9,52.4,"נ""צ."
צמתים,צומת דקלֶה,,0660.0096,"נ""צ. 0660.0096.",2633,1980-06-10,24,right,21.1,37,0660.0096.
צמתים,צומת ‏ מבטתים,,0931.0742,"נ""צ 0931.0742. 8",2633,1980-06-10,24,right,21.8,45.1,צומת ‏
צמתים,צומת= מָגן,,0900.0783,"נ""צ 0900.0783.",2633,1980-06-10,24,right,0,30.4,מָגן
צמתים,צומת נִצָרים,,0955.0972,"נ""צ. 0955.0972.",2633,1980-06-10,24,right,4.7,49.9,נִצָרים
צמתים,צומת ‏ קטיף,,0865.0870,"נ""צ. 0865.0870.",2633,1980-06-10,24,right,14.3,23.1,"נ""צ."
צמתים,צומת ?זדרת,,0746.0708,"נ""צ 0746.0708.",2633,1980-06-10,24,right,61.8,76.5,?זדרת
צמתים,צומת זְהר,,1855.0823,"ג""צ 1855.0823.",2633,1980-06-10,24,right,44.5,73,זְהר
צמתים,צומת הַתרורים,,1736.0697,"נ""צ 1736.0697.'",2633,1980-06-10,24,right,40.7,56.9,הַתרורים
צמתים,צומת ‏ כידוד,,1712.0749,"נ""צ 1712.0749.",2633,1980-06-10,24,right,48.7,68,צומת ‏
צמתים,צומת מאָןה,,1865.0808,"נ""צ 1865.0808.",2633,1980-06-10,24,left,16.7,62.8,1865.0808.
צמתים,צומת ‏ שקת,,1405.0798,"נ""צ 1405.0798.",2633,1980-06-10,24,left,26.4,49.5,צומת ‏
צמתים,"צומת ‏ מבצע.:עִין""",,0052.0285,"נ""צ 0052.0285.",2633,1980-06-10,24,left,0,44.6,"מבצע.:עִין"""
צמתים,צומת נַצְנָה,,0980.0318,"נ""צ 0980.0318.",2633,1980-06-10,24,left,21.3,59,נַצְנָה
צמתים,צומת בקצי'עות,,0976.0326,"נ""צ 0976.0326.",2633,1980-06-10,24,left,46.3,65,בקצי'עות
צמתים,צומת שיםן,,0737.0253,"נ""צ 0737.0253.",2633,1980-06-10,24,left,55.7,69.6,"נ""צ"
צמתים,צומת חַלוקים,,1301.0326,"נ""צ 1301.0326..",2633,1980-06-10,24,left,46.5,56.6,1301.0326..
צמתים,צומת טללים,,1272.0445,"נ""צ 1272.0445.",2633,1980-06-10,24,left,59.2,74,טללים
צמתים,צומת דימר;ה,,1505.05340,"נ""צ 1505.05340.",2633,1980-06-10,24,left,51.9,71.6,דימר;ה
צמתים,צומת הֶָעַרְבָה,,1795.0442,"נ""צ 1795.0442.",2633,1980-06-10,24,left,51.3,76.6,הֶָעַרְבָה
צמתים,צונית אָפית,,1890.0500,"נ""צ 1890.0500.",2633,1980-06-10,24,left,60.2,67.4,צונית
צמתים,צומת. רתם (רותם),,1888.0497,"נ""צ 1888.0497.",2633,1980-06-10,24,left,41.5,77.5,צומת.
צמתים,צומת גרופית,,1566.9318,"נ""צ 1566.9318. השם צומת גרופית בנ""צ 6 בטל.",2633,1980-06-10,24,left,27.3,68.7,"נ""צ"
צמתים,צומת קטוֹךה,,1572.9336,"נ""צ 1572.9336. (במקום השם הקודם: ""גרופית"").",2633,1980-06-10,24,left,32.9,74.7,1572.9336.
